CL,ID,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
CL04,X00052,0.29072360725929863,0.36009500428631497,0.8112538767024966,0.9384771746876907,0.20306699146220336,1.094367599286581,0.6987711999926248,0.08355276925136167,0.055816224439983145,0.8846816769084934,0.5236682423080796,0.07859861907608764,0.3949864193224186,0.12167310445781933,0.6586396389104889,0.16122957013736441
CL06,X00053,0.8844742927964632,0.9375135705975356,0.43413809314612295,0.8203517009087421,0.5459152579236873,0.9671363955800757,0.7128039198375372,0.3244110727588861,0.10486303856226863,0.07222650296934624,0.004220113781932627,-0.005709136480668044,0.23841090340310614,0.5541933297740577,-0.022244652673577,0.6657229176052153
CL06,X00054,0.8465461949666866,0.8368379551098666,0.43299397663843703,0.8128969825818756,0.42529693045162736,0.9853230731712714,0.7897827313019256,0.27926566101358885,0.1339985672653165,0.04271463948672774,-0.010725956175818098,0.09719298865385598,0.3063863682730109,0.46714774090186706,0.002659342378156015,0.7003784099522434
CL03,X00055,0.6716562663265858,0.2898635230776765,0.7820978516394227,0.6200102472929162,0.6309274003833165,0.1190468404362248,1.078093065203939,0.47829351213411025,0.4429153536732946,0.2804336138494524,0.6136157153798858,0.167659040450363,0.16000116667431033,0.13244237732159855,0.6790293459124715,0.09136798495407766
CL04,X00056,0.25731211146063543,0.4797494877830442,0.7490848203386198,0.8444415515628314,0.12132705649410602,0.8851206620435468,0.6175598783369018,0.09911014562003165,0.0748167066601621,0.839341018540661,0.5698785225605688,-0.015681876544152595,0.47687554285756273,0.0955118917333223,0.6792321280494718,0.1211640795634257
CL02,X00057,0.988536781066267,0.6588513213309526,0.4005724175906234,0.5105464083199148,0.8847161477231209,0.8672557690675278,0.42445290894721843,0.2038166200781681,0.5918128019984885,0.2454586166575101,0.8331231524707761,0.9924256678136527,0.20256638643467834,0.02621601912725377,0.4882944474017471,0.17366694492204018
CL02,X00058,0.9712069165525652,0.6802090925830313,0.2819409211941462,0.42029836459841197,0.7428454236152647,0.8540213406187289,0.3258807235359528,0.20080571274076317,0.6540515719076663,0.2505804301993759,0.7808917079733463,0.9598018717753657,0.2728895745058403,0.04089857566628758,0.4537711453723069,0.20824061664312393
CL06,X00059,0.9674707789279381,0.9614526009971961,0.41371867119837885,0.7767751204378234,0.33517291398761884,0.8902918498445396,0.7504861764013665,0.30606266522437675,0.10814405462481369,-0.022106503551185805,-0.0003873193708764655,0.10645578357384623,0.26539246351358037,0.5710740733059222,-0.013143104487556647,0.713251985361998
CL08,X00060,0.8248780182425156,0.7596744778265456,0.7813892100704761,0.39339390575420985,0.2538403628107834,0.16099555745867594,0.8538150351773072,0.9080326420550727,0.6637147873681969,0.8411287270035332,0.6074619877280194,0.32249255670110466,0.20682731994314463,0.5512881478894994,0.24312087371196253,0.387310480443679
CL05,X00061,0.6109459082790583,0.14609951963379325,0.47010949146402825,0.7999834271453679,0.743273647414553,-0.023128405934322423,0.7831851147125717,0.3263920155084116,0.18104349117511637,0.7350461448598246,0.7416463149373429,0.9673990651110844,0.7815832762019698,0.9301562155509369,0.19185781912418898,0.7708040610823367
CL07,X00062,0.8549274004608829,0.32720780060566856,0.7836158603828406,0.3893972815670302,0.022155924638576074,0.16887612798465673,0.0722098495468864,0.9108616634904582,0.7062771458385371,0.1020645603735469,0.15655536515750867,0.5942651808259095,0.6081228004695062,1.0459349690412871,0.9639034313522449,0.8365419842576851
CL05,X00063,0.5583425248692051,0.06094291766962154,0.40727449274542954,0.7611477218348714,0.7899156051420938,0.013899577083675877,0.7362842359697995,0.3402841083247737,0.34576226861358783,0.5760976238644598,0.8665610407664183,0.9977685390314781,0.7286563961375412,0.8702515816227848,0.16046504204663253,0.8768223279040407
CL06,X00064,0.895344689286613,0.9795121233772097,0.4248848858632454,0.8407718028159288,0.5146872299627765,0.9669159906864183,0.6756278692319981,0.33298869587639646,0.09814769843745191,0.14498781144150863,0.045223471458367775,-0.019630577064288474,0.18856833756801739,0.5697734445575866,0.01656560046536939,0.6959134385690527
CL01,X00065,0.8319465377202858,0.5822384887785623,0.20477329554471674,0.976871594190313,0.8933887311180813,0.4630823324027166,0.6857532752851202,0.458451169851212,0.32721910760684225,0.47459746465376823,0.10808960516448723,0.5834154899344385,0.9973988870054616,-0.008671059516904351,0.8609026536330272,0.25455666137660743
CL08,X00066,0.7996679542079138,0.692766824950061,0.7230563793396573,0.43081944901590413,0.25221340629629185,0.131259432555487,0.742080331782721,0.9559619480582061,0.7112060079474618,0.7588817525280838,0.5911681927270319,0.41716688663163703,0.17457933569070497,0.5142429800364732,0.307981648786699,0.37769277235608184
CL02,X00067,0.9248625735800882,0.7482001786464578,0.24037607788776702,0.4724884946955711,0.8112223997408339,0.8861521282323129,0.45825737754953483,0.23040359639896507,0.6933049724593663,0.3191206519067168,0.7976445897178251,0.9559140329208653,0.1976086943447198,0.07258499698996229,0.48756943508495704,0.2076428528401691
CL04,X00068,0.2010061216500333,0.36658795978311326,0.8170943799352359,0.8490741865452907,0.2413801668793752,1.0468247563878554,0.6325209481639332,0.16180030473104975,-0.16472647240308497,0.7716785128548567,0.7130933403445147,0.12294495451963491,0.4192113587783465,0.18474848434487495,0.6993020157344386,0.18879062675978564
CL03,X00069,0.5402495088957044,0.2344535334138501,0.930647902749987,0.47387570382406863,0.660225762186122,0.1520633372055766,1.0305123947040096,0.5513574979483167,0.5971672031068312,0.2178487466399783,0.5163441473475597,0.18651741717420123,0.19884162468935707,0.1415660454087766,0.6558343854371554,0.17720847109043109
CL08,X00070,0.7095717315636831,0.7192669494222806,0.7920095336903072,0.4948709591351112,0.31410186871774476,-0.0205744661297909,0.76757886623811,0.9192977500641311,0.6428854733816498,0.7997034991735801,0.5215028710435156,0.4019301083148873,0.2355572361681962,0.5189344162504947,0.28779635426246836,0.38457086869952306
CL07,X00071,0.8814013963292392,0.4060240772999864,0.8949644764562648,0.40935938686610285,0.0723244305656523,0.25252685770165473,0.12426242118600594,0.8525708165984266,0.7437162998004206,0.029100841079347593,0.11622039677756446,0.47232539492531367,0.7092523473878999,0.8893843220525709,1.0285900594130297,0.9140545868479174
CL07,X00072,0.7642020875349218,0.2465976517394005,0.7410659853923866,0.31896727212199416,0.0539677400459937,0.16256955747797744,0.03540597670561061,0.8577180372303232,0.7022176084039967,0.024248350244339925,0.10952547121259537,0.44013486326141027,0.7653582669131445,0.921118906591542,0.9307757177903784,0.9260989309828139
CL01,X00073,0.9109650508098865,0.501636356489621,0.2769480069134252,0.9691902434787383,0.9241412028825509,0.5949999495431479,0.698017300257087,0.4109087275025816,0.2039543620561206,0.4925154927113901,0.2179006624291519,0.527587919458413,0.8672365240638078,-0.06711577833572316,0.867274359926349,0.26274385903597763
CL05,X00074,0.6172521294907669,0.17190950562551333,0.43271370183993135,0.6776078083440464,0.8283856115191972,0.05552082316988691,0.8426120924858205,0.47090334782109444,0.31233425601122583,0.6971511008549246,0.7228814362725468,0.9555069937140154,0.8907518106529009,0.9287354050680314,0.1855119743852026,0.9030276069050449
CL02,X00075,0.9333597997175347,0.7751743270062991,0.37762618924777247,0.47535259573225686,0.7110027088278446,0.8791369604330974,0.396981826464501,0.17826233062297586,0.7336577883204551,0.26022474160685377,0.7862464207714868,0.9616241598929045,0.16838320511756447,-0.019913188901772877,0.3906395825890627,0.15510811500688249
CL02,X00076,0.9649333308862162,0.7536611799144716,0.3032471455760184,0.5181672917063649,0.7482324412607312,0.9099450602123057,0.3600718018871021,0.21231901742552223,0.6263890493921624,0.26611826523056387,0.6938304088462768,0.9422717452707339,0.06812474925234586,0.07386739923447302,0.438202710809087,0.11537683118188907
CL08,X00077,0.7140949551308362,0.7412249276200706,0.7437014421091103,0.5551872480190277,0.26639295880382524,0.10343916741146138,0.6786538996615172,0.92008594580986,0.5810124215368471,0.7829710847824931,0.6005771673133041,0.3674432573601038,0.21493853503711785,0.6467324666763451,0.39387801807757317,0.46185482033730424
CL04,X00078,0.19050741030422289,0.39410869021529915,0.7974553959071083,0.9481579708474833,0.22839665521684566,0.9645678136412971,0.6839636756831792,0.2586722493209375,-0.031596666157855,0.8847157605528476,0.670720272040517,0.0753619436891293,0.40015166002314106,0.07113312353770403,0.6283812352847234,0.09442488289994798
CL02,X00079,0.93535848532856,0.7586278680871745,0.3774227533737566,0.4719508293451975,0.7948869782878701,0.8941514039960242,0.46748492265352803,0.13518535885926053,0.6482044657736417,0.25665804243910956,0.8828239782631643,0.965972449288059,0.11943836289536741,0.1490243362074536,0.39503327168329266,0.09823069770046258
CL08,X00080,0.8925147610672541,0.7605986710939417,0.8630661047768727,0.4786085499388712,0.2850863431798243,0.05124699006162157,0.7333991747040298,0.9364508683441037,0.6491958805852227,0.6932440513342552,0.7122671493223195,0.36779805093701134,0.22020802831285655,0.5981920679440725,0.29135556224520426,0.46238477026976305
CL08,X00081,0.9026400362298999,0.664546803592603,0.7914332626834624,0.4938494878500497,0.29773295757692103,0.14699635200531477,0.7360805126045187,0.9496305636475728,0.6572342198855297,0.775890990215052,0.5552623062828496,0.3947158677637916,0.22546491633469512,0.5117917995415461,0.2640875694331842,0.5112166680808904
CL08,X00082,0.862597867444762,0.721389882250983,0.8379870144024465,0.4742275290781078,0.22359130708002448,0.17359105963514887,0.7410792364464208,0.9625438208926276,0.6582649717914684,0.795389443879235,0.6810307866341064,0.4133122308014494,0.22338810730578376,0.482673557717041,0.26256361187923777,0.46000514032574624
CL07,X00083,0.9270953356441151,0.3955083849847785,0.8371727994632151,0.3350070574052576,0.10232620364801132,0.16374498895012443,0.10091555586941334,0.9495558830245069,0.658134583466449,0.02434834428483565,0.08013214127752322,0.5867570417089575,0.7025243021116586,0.9882316519016593,0.9111028945467217,1.0109228807295119
CL02,X00084,0.9503832810029557,0.7688523244282505,0.3597989561942258,0.5627320968774395,0.7581683481398361,0.9287524749619064,0.4394018412080612,0.1962136203186498,0.6283781016911997,0.14607477900709775,0.804068426726845,0.9270102988726943,0.22828309909022937,0.10244600828101072,0.5060895624040869,0.1573438204423933
CL04,X00085,0.2239676188224715,0.3444458717312036,0.7591652792171876,0.9032910459434337,0.15609864722630482,0.916016300949727,0.7850737533118219,0.186293736894291,0.12063837793167434,0.8176794848414628,0.5331555482882036,0.11657943396997632,0.4003027741832446,0.18708965120769772,0.7489068936807419,0.16021978506333448
CL06,X00086,0.8843092299535507,0.9706920226614764,0.3923681655110898,0.7018250577005314,0.4725886310329029,0.8971530242486557,0.6533351470639732,0.3261985775062033,0.19185281137408997,-0.05039108774230758,0.02713256752389324,0.05010240989460591,0.22219581515249578,0.6016138139817524,0.0921523416143817,0.6823847664060543
CL05,X00087,0.5814547996973409,0.18177182502589312,0.4257020735865822,0.7285025695503009,0.7858197215332823,-0.008631405287661917,0.8082764092698134,0.44531132229264997,0.2615780282978728,0.5539637947049101,0.7680099300377666,0.89181375807304,0.7347698229356314,1.0039167948540448,0.06182581528417942,0.9433341880830468
CL04,X00088,0.19906413908668116,0.3125624359350601,0.7134701127171429,0.9506301910770334,0.13576618385859807,0.9958707597177965,0.740852542293635,0.18074383117106385,0.06195830504430455,0.8633158517853853,0.5285037843490898,0.04052240824063842,0.27934625502927757,0.12329347392696786,0.6958599395064968,0.16823486831246362
CL08,X00089,0.7822026623918058,0.6635507578216191,0.884385364924742,0.47035304264630795,0.17797727140845498,-0.020602553911521895,0.7650999436038567,0.9448621548455416,0.7070054420173353,0.7884648231265318,0.5953536329079058,0.3812844126987142,0.21178020808960113,0.6017753781388415,0.3202049991155287,0.42228330987326257
CL02,X00090,0.9372684231042552,0.7496470797035606,0.37798281799179956,0.49657541344011985,0.7969663067473998,0.9192730350390298,0.42463434579000825,0.08963093356392456,0.6798404091496842,0.27480619412163665,0.8031944806768426,0.9414328791455201,0.08820010540228715,0.07127094353075401,0.49752068455319326,0.06807243227658899
CL06,X00091,0.8608825838910898,0.8924132124230988,0.5158575552907374,0.7897106734197895,0.5304774907140704,0.8853904864110136,0.6094575353190355,0.25383273405432594,0.14059039106108168,0.0723170189833244,0.04556452724187332,-0.0544817638140309,0.20653648095416358,0.5286035253002589,-0.014113454690926876,0.7642929644480939
